input_image,bone_mask_image,TP,TN,FP,FN,recall,precision,FPR,FNR,PWC,Jaccard,Dice
dataset\inputs\input03955.dcm,dataset\bone_masks\mask03955.dcm,5083,256511,223,327,0.9395563770794825,0.9579721070486242,0.000868603301471562,0.06044362292051756,0.209808349609375,0.9023610864548197,0.9486748786860769
dataset\inputs\input03956.dcm,dataset\bone_masks\mask03956.dcm,6205,254248,118,29,0.99534809111325,0.9813379724814171,0.00046389847699771197,0.00465190888675008,0.05640828856485035,0.9768576826196474,0.9882933821772717
dataset\inputs\input03957.dcm,dataset\bone_masks\mask03957.dcm,4215,252362,159,4051,0.5099201548511977,0.9636488340192044,0.0006296506033161599,0.4900798451488023,1.6143442732958315,0.5002967359050445,0.6669303797468354
dataset\inputs\input03958.dcm,dataset\bone_masks\mask03958.dcm,6022,254876,53,120,0.9804623901009443,0.9912757201646091,0.00020790102342220775,0.01953760989905568,0.06626549865745333,0.9720742534301856,0.9858394041090284
dataset\inputs\input03959.dcm,dataset\bone_masks\mask03959.dcm,5657,255570,835,82,0.985711796480223,0.8713801601971657,0.0032565667596185723,0.014288203519776964,0.3498077392578125,0.8605111043504716,0.9250265718256888
dataset\inputs\input03960.dcm,dataset\bone_masks\mask03960.dcm,5455,256183,397,109,0.9804097771387491,0.9321599453178401,0.0015472757034842935,0.019590222861250898,0.193023681640625,0.9151149136050999,0.9556762438682551
dataset\inputs\input03961.dcm,dataset\bone_masks\mask03961.dcm,5849,254238,263,182,0.9698225833195159,0.9569698952879581,0.0010333947607278557,0.030177416680484164,0.17080435416762624,0.9292977438830633,0.9633533723132669
dataset\inputs\input03962.dcm,dataset\bone_masks\mask03962.dcm,3708,257630,594,212,0.9459183673469388,0.8619246861924686,0.0023003283970506228,0.05408163265306123,0.307464599609375,0.821444395214887,0.9019703235222574
dataset\inputs\input03963.dcm,dataset\bone_masks\mask03963.dcm,2268,259020,56,45,0.980544747081712,0.9759036144578314,0.0002161527891429542,0.019455252918287938,0.03863972852721423,0.9573659772055719,0.9782186758680181
dataset\inputs\input03964.dcm,dataset\bone_masks\mask03964.dcm,5037,255176,74,64,0.9874534405018623,0.9855214243787909,0.0002899118511263467,0.01254655949813762,0.05300536583304846,0.9733333333333333,0.9864864864864865
dataset\inputs\input03965.dcm,dataset\bone_masks\mask03965.dcm,2716,258963,250,215,0.9266461958375981,0.9157113958192852,0.0009644578011133701,0.0733538041624019,0.1773834228515625,0.853819553599497,0.9211463455994574
dataset\inputs\input03966.dcm,dataset\bone_masks\mask03966.dcm,2437,259172,352,183,0.9301526717557251,0.8737898888490498,0.0013563292797583268,0.06984732824427481,0.2040863037109375,0.8199865410497981,0.9010907746348679
dataset\inputs\input03967.dcm,dataset\bone_masks\mask03967.dcm,1997,259405,161,581,0.7746314972847168,0.9253938832252085,0.0006202661365510121,0.22536850271528316,0.283050537109375,0.7290982110259219,0.8433277027027027
dataset\inputs\input03968.dcm,dataset\bone_masks\mask03968.dcm,2123,258209,147,84,0.961939284096058,0.9352422907488986,0.0005689823344532351,0.038060715903942,0.0886541834412407,0.9018691588785046,0.9484029484029484
dataset\inputs\input03969.dcm,dataset\bone_masks\mask03969.dcm,2783,257058,216,101,0.9649791955617198,0.9279759919973325,0.00083957181837263,0.035020804438280165,0.12184903020472175,0.8977419354838709,0.9461159272480028
dataset\inputs\input03970.dcm,dataset\bone_masks\mask03970.dcm,2080,258421,271,164,0.9269162210338681,0.8847299021692897,0.0010475778145439365,0.07308377896613191,0.1667075451451697,0.8270377733598409,0.9053318824809575
dataset\inputs\input03971.dcm,dataset\bone_masks\mask03971.dcm,3906,256070,49,147,0.9637305699481865,0.9876106194690265,0.0001913173173407674,0.03626943005181347,0.07533477853112557,0.9522184300341295,0.9755244755244755
dataset\inputs\input03972.dcm,dataset\bone_masks\mask03972.dcm,3658,255984,92,137,0.9638998682476944,0.9754666666666667,0.00035926834221090614,0.03610013175230566,0.08812064447360421,0.9410856701826601,0.9696487740225315
dataset\inputs\input03973.dcm,dataset\bone_masks\mask03973.dcm,3696,257457,322,669,0.8467353951890034,0.9198606271777003,0.0012491320084258221,0.15326460481099657,0.3780364990234375,0.7885641135054405,0.8817845639985685
dataset\inputs\input03974.dcm,dataset\bone_masks\mask03974.dcm,3609,257526,403,606,0.8562277580071175,0.8995513459621136,0.0015624454791822555,0.14377224199288255,0.3849029541015625,0.781507145950628,0.8773550504436611
dataset\inputs\input03975.dcm,dataset\bone_masks\mask03975.dcm,3881,257043,335,885,0.8143096936634494,0.9205407969639469,0.0013015875482752994,0.18569030633655056,0.46539306640625,0.7608312095667515,0.8641727900244934
dataset\inputs\input03976.dcm,dataset\bone_masks\mask03976.dcm,3800,254794,302,223,0.9445687298036292,0.9263773768893223,0.001183868033995045,0.05543127019637087,0.2026096117999838,0.8786127167630057,0.9353846153846154
dataset\inputs\input03977.dcm,dataset\bone_masks\mask03977.dcm,4014,254177,285,355,0.9187457084000915,0.933705512909979,0.0011200100604412447,0.08125429159990845,0.24726559028864395,0.8624838848302536,0.9261652053530226
dataset\inputs\input03978.dcm,dataset\bone_masks\mask03978.dcm,2499,257367,125,212,0.9218000737735154,0.9523628048780488,0.0004854519752069967,0.0781999262264847,0.1295142638632145,0.8811706629055006,0.9368322399250234
dataset\inputs\input03979.dcm,dataset\bone_masks\mask03979.dcm,4325,256586,590,643,0.8705716586151369,0.8799593082400814,0.002294148754160575,0.12942834138486312,0.4703521728515625,0.7781576106513134,0.8752403116462613
dataset\inputs\input03980.dcm,dataset\bone_masks\mask03980.dcm,3169,258540,170,265,0.9228305183459522,0.9490865528601378,0.0006571064125855205,0.07716948165404776,0.1659393310546875,0.8793007769145395,0.9357743983463753
dataset\inputs\input03981.dcm,dataset\bone_masks\mask03981.dcm,2134,258763,1,256,0.8928870292887029,0.9995316159250586,3.864525204433383e-06,0.10711297071129706,0.09840936765280256,0.8925135926390633,0.9432044198895028
dataset\inputs\input03982.dcm,dataset\bone_masks\mask03982.dcm,1793,259967,18,366,0.8304770727188513,0.9900607399226946,6.923476354405061e-05,0.16952292728114868,0.146484375,0.8236104731281579,0.9032745591939546
dataset\inputs\input03983.dcm,dataset\bone_masks\mask03983.dcm,1480,260468,42,154,0.9057527539779682,0.9724047306176085,0.0001612222179570842,0.09424724602203183,0.07476806640625,0.8830548926014319,0.9378960709759189
dataset\inputs\input03984.dcm,dataset\bone_masks\mask03984.dcm,915,260654,1,104,0.8979391560353287,0.9989082969432315,3.836488845408682e-06,0.10206084396467124,0.04012626397731529,0.8970588235294117,0.9457364341085271
dataset\inputs\input03985.dcm,dataset\bone_masks\mask03985.dcm,2042,259676,26,400,0.8361998361998362,0.9874274661508704,0.0001001147469022187,0.1638001638001638,0.162506103515625,0.8273905996758508,0.9055432372505543
dataset\inputs\input03986.dcm,dataset\bone_masks\mask03986.dcm,2140,259457,0,164,0.9288194444444444,1.0,0.0,0.07118055555555555,0.06265257238473264,0.9288194444444443,0.963096309630963
dataset\inputs\input03987.dcm,dataset\bone_masks\mask03987.dcm,2756,259170,72,146,0.9496898690558235,0.9745403111739745,0.00027773277478186404,0.05031013094417643,0.083160400390625,0.9266980497646267,0.9619546247818499
dataset\inputs\input03988.dcm,dataset\bone_masks\mask03988.dcm,1906,258806,158,25,0.9870533402382186,0.9234496124031008,0.0006101234148375836,0.01294665976178146,0.07014316104179842,0.9123982766874102,0.9541927409261577
dataset\inputs\input03989.dcm,dataset\bone_masks\mask03989.dcm,1357,259779,138,0,1.0,0.9076923076923077,0.0005309387227461074,0.0,0.0528181143167709,0.9076923076923078,0.9516129032258065
dataset\inputs\input03990.dcm,dataset\bone_masks\mask03990.dcm,1387,259589,5,54,0.9625260235947258,0.9964080459770115,1.9260845782259992e-05,0.03747397640527411,0.022602333020476182,0.9591977869986169,0.9791740204729968
dataset\inputs\input03991.dcm,dataset\bone_masks\mask03991.dcm,1288,259815,7,66,0.9512555391432792,0.9945945945945946,2.6941521503182948e-05,0.04874446085672083,0.027950500811713175,0.9463629684055841,0.9724424311060778
dataset\inputs\input03992.dcm,dataset\bone_masks\mask03992.dcm,1773,259967,83,321,0.8467048710601719,0.9552801724137931,0.0003191693905018266,0.15329512893982808,0.15411376953125,0.8144235186035829,0.8977215189873418
dataset\inputs\input03993.dcm,dataset\bone_masks\mask03993.dcm,2044,258704,1311,85,0.960075152653828,0.6092399403874814,0.005042016806722689,0.03992484734617191,0.53253173828125,0.5941860465116279,0.7454412837345004
dataset\inputs\input03994.dcm,dataset\bone_masks\mask03994.dcm,767,260076,12,171,0.8176972281449894,0.9845956354300385,4.6138230137491926e-05,0.18230277185501065,0.07010795859416304,0.8073684210526316,0.8934187536400698
dataset\inputs\input03995.dcm,dataset\bone_masks\mask03995.dcm,1546,260015,422,161,0.9056824838898653,0.7855691056910569,0.0016203534828000629,0.09431751611013474,0.2223968505859375,0.7261625176139032,0.841360544217687
dataset\inputs\input03996.dcm,dataset\bone_masks\mask03996.dcm,818,259928,35,103,0.8881650380021715,0.958968347010551,0.00013463454414666703,0.11183496199782844,0.05289707302862575,0.8556485355648535,0.9222096956031567
dataset\inputs\input03997.dcm,dataset\bone_masks\mask03997.dcm,1624,258274,460,55,0.9672424061941632,0.7792706333973128,0.0017778877147958908,0.03275759380583681,0.19776278450000576,0.7592332865825152,0.8631411108158384
dataset\inputs\input03998.dcm,dataset\bone_masks\mask03998.dcm,1777,259675,71,621,0.7410341951626356,0.9615800865800865,0.0002733439590985039,0.2589658048373645,0.26397705078125,0.7197245848521668,0.8370230805463966
dataset\inputs\input03999.dcm,dataset\bone_masks\mask03999.dcm,1980,259749,287,128,0.9392789373814042,0.8734009704455227,0.001103693334769032,0.06072106261859583,0.1583099365234375,0.826722338204593,0.9051428571428571
dataset\inputs\input04000.dcm,dataset\bone_masks\mask04000.dcm,2011,259263,52,818,0.7108518911276069,0.9747939893359185,0.0002005283149837071,0.28914810887239306,0.331878662109375,0.6980215203054495,0.8221586263287
dataset\inputs\input04001.dcm,dataset\bone_masks\mask04001.dcm,2847,258895,18,384,0.8811513463324049,0.993717277486911,6.952142225380726e-05,0.11884865366759517,0.153350830078125,0.876269621421976,0.9340551181102362
dataset\inputs\input04002.dcm,dataset\bone_masks\mask04002.dcm,1712,259191,370,871,0.6627951993805652,0.8222862632084534,0.0014254837976429432,0.33720480061943475,0.4734039306640625,0.5797494073823231,0.7339764201500536
dataset\inputs\input04003.dcm,dataset\bone_masks\mask04003.dcm,848,260872,3,421,0.6682427107959023,0.9964747356051704,1.1499760421657882e-05,0.3317572892040977,0.1617431640625,0.6666666666666667,0.8
dataset\inputs\input04004.dcm,dataset\bone_masks\mask04004.dcm,648,261094,0,79,0.8913342503438789,1.0,0.0,0.10866574965612105,0.03017328632920965,0.891334250343879,0.9425454545454546
dataset\inputs\input04005.dcm,dataset\bone_masks\mask04005.dcm,1064,260276,1,85,0.9260226283724978,0.9990610328638497,3.842060573927008e-06,0.07397737162750218,0.03289649843550374,0.9252173913043478,0.9611562782294489
dataset\inputs\input04006.dcm,dataset\bone_masks\mask04006.dcm,733,260780,0,84,0.8971848225214198,1.0,0.0,0.10281517747858017,0.032110459982339246,0.8971848225214198,0.9458064516129032
dataset\inputs\input04007.dcm,dataset\bone_masks\mask04007.dcm,2269,259422,47,406,0.8482242990654205,0.979706390328152,0.00018113917269500402,0.15177570093457943,0.1728057861328125,0.8335782512858192,0.909236625926668
dataset\inputs\input04008.dcm,dataset\bone_masks\mask04008.dcm,2730,259197,43,174,0.9400826446280992,0.9844933285250631,0.00016586946458879804,0.05991735537190083,0.0827789306640625,0.9263657957244655,0.9617755856966708
dataset\inputs\input04009.dcm,dataset\bone_masks\mask04009.dcm,1862,259481,127,674,0.7342271293375394,0.9361488185017597,0.0004891991001818126,0.2657728706624606,0.3055572509765625,0.6992114156965828,0.8229834254143646
dataset\inputs\input04010.dcm,dataset\bone_masks\mask04010.dcm,1076,260094,94,30,0.972875226039783,0.9196581196581196,0.00036127723031039095,0.027124773960216998,0.04745612222247736,0.8966666666666667,0.945518453427065
dataset\inputs\input04011.dcm,dataset\bone_masks\mask04011.dcm,1528,258939,216,27,0.9826366559485531,0.8761467889908257,0.0008334780343809689,0.017363344051446947,0.09320701162210886,0.8627893845285151,0.9263413155501667
dataset\inputs\input04012.dcm,dataset\bone_masks\mask04012.dcm,2150,257411,890,10,0.9953703703703703,0.7072368421052632,0.003445592545131455,0.004629629629629629,0.34554117507035603,0.7049180327868851,0.8269230769230769
dataset\inputs\input04013.dcm,dataset\bone_masks\mask04013.dcm,937,260049,15,149,0.8627992633517495,0.9842436974789915,5.76781100036914e-05,0.13720073664825047,0.06279915757227647,0.8510445049954586,0.9195289499509323
dataset\inputs\input04014.dcm,dataset\bone_masks\mask04014.dcm,2187,259021,766,170,0.927874416631311,0.7406027768371148,0.002948569404935582,0.07212558336868902,0.3570556640625,0.7002881844380404,0.823728813559322
dataset\inputs\input04015.dcm,dataset\bone_masks\mask04015.dcm,891,259625,39,165,0.84375,0.9580645161290322,0.00015019409698687535,0.15625,0.07824486038662166,0.8136986301369863,0.8972809667673716
dataset\inputs\input04016.dcm,dataset\bone_masks\mask04016.dcm,1561,259800,126,657,0.7037871956717764,0.9253112033195021,0.0004847533528773574,0.2962128043282236,0.2986907958984375,0.6659556313993175,0.7994878361075545
dataset\inputs\input04017.dcm,dataset\bone_masks\mask04017.dcm,1816,259499,70,759,0.7052427184466019,0.9628844114528102,0.00026967781206538533,0.29475728155339803,0.3162384033203125,0.6865784499054821,0.8141672270791303
dataset\inputs\input04018.dcm,dataset\bone_masks\mask04018.dcm,2185,259391,162,406,0.8433037437282902,0.9309757136770345,0.0006241499809287506,0.15669625627170977,0.2166748046875,0.7936796222302942,0.8849736735520454
dataset\inputs\input04019.dcm,dataset\bone_masks\mask04019.dcm,2028,259421,49,646,0.7584143605086013,0.9764082811747713,0.00018884649477781632,0.24158563949139866,0.2651214599609375,0.7447668013220712,0.8537150073668701
dataset\inputs\input04020.dcm,dataset\bone_masks\mask04020.dcm,2834,258664,427,219,0.9282672780871274,0.8690585709904937,0.0016480695971685625,0.07173272191287258,0.246429443359375,0.814367816091954,0.897687678175483
dataset\inputs\input04021.dcm,dataset\bone_masks\mask04021.dcm,2083,258370,187,17,0.991904761904762,0.9176211453744494,0.0007232447777472666,0.008095238095238095,0.0782637719301611,0.9108001749016179,0.9533180778032037
dataset\inputs\input04022.dcm,dataset\bone_masks\mask04022.dcm,2818,258131,6,113,0.9614466052541795,0.9978753541076487,2.3243471489945262e-05,0.03855339474582054,0.04558199396325861,0.9594824651004424,0.9793223284100782
dataset\inputs\input04023.dcm,dataset\bone_masks\mask04023.dcm,2113,259385,28,618,0.7737092640058587,0.9869219990658571,0.00010793599395558434,0.22629073599414135,0.246429443359375,0.7658571946357376,0.8674055829228243
dataset\inputs\input04024.dcm,dataset\bone_masks\mask04024.dcm,1408,260299,25,412,0.7736263736263737,0.9825540823447313,9.603417280004917e-05,0.22637362637362637,0.1667022705078125,0.7631436314363144,0.8656624654165386
dataset\inputs\input04025.dcm,dataset\bone_masks\mask04025.dcm,1317,260442,39,346,0.7919422730006013,0.9712389380530974,0.00014972301242701004,0.20805772699939867,0.1468658447265625,0.7737955346651,0.8724743292480954
dataset\inputs\input04026.dcm,dataset\bone_masks\mask04026.dcm,1342,259900,13,56,0.9599427753934192,0.9904059040590406,5.0016736369477476e-05,0.04005722460658083,0.02640531780139374,0.9510985116938342,0.9749364329822012
dataset\inputs\input04027.dcm,dataset\bone_masks\mask04027.dcm,1715,259388,14,113,0.938183807439825,0.9919028340080972,5.397028550281031e-05,0.06181619256017506,0.04861616200283275,0.9310532030401739,0.9642957548495924
dataset\inputs\input04028.dcm,dataset\bone_masks\mask04028.dcm,4019,256510,22,67,0.9836025452765541,0.9945558030190547,8.575928149314706e-05,0.016397454723445913,0.03414959826259122,0.9783349561830574,0.9890488495139658
dataset\inputs\input04029.dcm,dataset\bone_masks\mask04029.dcm,2965,258535,435,209,0.9341524889729048,0.8720588235294118,0.0016797312430011197,0.06584751102709514,0.24566650390625,0.8215572180659462,0.9020383328262853
dataset\inputs\input04030.dcm,dataset\bone_masks\mask04030.dcm,2115,257893,157,92,0.9583144540099683,0.9308978873239436,0.0006084092230187948,0.04168554599003172,0.09567466004756836,0.8946700507614214,0.9444072337575352
dataset\inputs\input04031.dcm,dataset\bone_masks\mask04031.dcm,1288,259427,205,81,0.9408327246165084,0.8626925653047556,0.0007895790965674493,0.0591672753834916,0.10957812422174627,0.8182973316391358,0.9000698812019566
dataset\inputs\input04032.dcm,dataset\bone_masks\mask04032.dcm,1645,259207,215,35,0.9791666666666666,0.8844086021505376,0.0008287654863504252,0.020833333333333332,0.09574802184586867,0.8680738786279684,0.9293785310734464
dataset\inputs\input04033.dcm,dataset\bone_masks\mask04033.dcm,2510,258903,337,394,0.8643250688705234,0.8816297857393748,0.0012999537108470914,0.1356749311294766,0.2788543701171875,0.7744523295279234,0.8728916710137368
dataset\inputs\input04034.dcm,dataset\bone_masks\mask04034.dcm,1090,259302,199,101,0.9151973131821999,0.8456167571761055,0.0007668563897634306,0.08480268681780016,0.11507832998327529,0.7841726618705035,0.8790322580645161
dataset\inputs\input04035.dcm,dataset\bone_masks\mask04035.dcm,1367,258475,182,183,0.8819354838709678,0.8825048418334409,0.00070363454304349,0.11806451612903225,0.14027293654667244,0.7892609699769052,0.8822200709906421
dataset\inputs\input04036.dcm,dataset\bone_masks\mask04036.dcm,1831,259195,379,739,0.7124513618677043,0.8285067873303168,0.0014600846001525576,0.2875486381322957,0.426483154296875,0.6208884367582231,0.7661087866108787
dataset\inputs\input04037.dcm,dataset\bone_masks\mask04037.dcm,1478,258600,80,197,0.8823880597014926,0.9486521181001284,0.0003092624091541673,0.11761194029850747,0.10639319390831749,0.8421652421652421,0.9143210640272194
dataset\inputs\input04038.dcm,dataset\bone_masks\mask04038.dcm,2280,258946,427,491,0.8228076506676291,0.842260805319542,0.0016462777544308776,0.177192349332371,0.350189208984375,0.7129455909943715,0.8324205914567361
dataset\inputs\input04039.dcm,dataset\bone_masks\mask04039.dcm,2534,257126,225,164,0.9392142327650111,0.918448713301921,0.0008742923089477018,0.06078576723498888,0.14958719318282324,0.8669175504618543,0.9287154113982041
dataset\inputs\input04040.dcm,dataset\bone_masks\mask04040.dcm,2301,257949,143,162,0.9342265529841657,0.9414893617021277,0.000554065991971855,0.06577344701583435,0.11705781888660743,0.8829623944742903,0.9378438964744243
dataset\inputs\input04041.dcm,dataset\bone_masks\mask04041.dcm,3219,258091,177,657,0.8304953560371517,0.9478798586572438,0.0006853346136571313,0.16950464396284828,0.318145751953125,0.7942264988897113,0.8853135313531353
dataset\inputs\input04042.dcm,dataset\bone_masks\mask04042.dcm,2449,257948,55,197,0.9255479969765684,0.978035143769968,0.00021317581578508778,0.07445200302343159,0.0966817444149028,0.9067012217697149,0.9510679611650485
dataset\inputs\input04043.dcm,dataset\bone_masks\mask04043.dcm,1482,259431,14,108,0.9320754716981132,0.9906417112299465,5.396134055387462e-05,0.06792452830188679,0.04673702760166261,0.9239401496259353,0.9604666234607907
dataset\inputs\input04044.dcm,dataset\bone_masks\mask04044.dcm,1942,259652,114,436,0.8166526492851135,0.9445525291828794,0.0004388565093199264,0.18334735071488645,0.209808349609375,0.7792937399678974,0.87595850248083
dataset\inputs\input04045.dcm,dataset\bone_masks\mask04045.dcm,1391,259434,20,152,0.9014906027219702,0.9858256555634302,7.708495532926839e-05,0.0985093972780298,0.06590114062613746,0.889955214331414,0.9417738659444821
dataset\inputs\input04046.dcm,dataset\bone_masks\mask04046.dcm,2678,258744,197,525,0.83609116453325,0.9314782608695652,0.0007607910682356213,0.16390883546674992,0.275421142578125,0.7876470588235294,0.8812109246462653
dataset\inputs\input04047.dcm,dataset\bone_masks\mask04047.dcm,3266,258363,303,212,0.9390454284071306,0.9151022695432894,0.0011713947716360093,0.06095457159286947,0.1964569091796875,0.8637926474477652,0.9269192564211721
dataset\inputs\input04048.dcm,dataset\bone_masks\mask04048.dcm,3177,258197,483,287,0.917147806004619,0.8680327868852459,0.0018671717952682852,0.08285219399538106,0.293731689453125,0.804915125411705,0.8919146546883773
dataset\inputs\input04049.dcm,dataset\bone_masks\mask04049.dcm,2705,258485,289,665,0.8026706231454006,0.9034736138944556,0.0011168046248850349,0.19732937685459942,0.363922119140625,0.7392730254167805,0.8500942803268384
dataset\inputs\input04050.dcm,dataset\bone_masks\mask04050.dcm,2855,256360,97,367,0.8860955927995035,0.967140921409214,0.00037823104847986214,0.11390440720049659,0.17868214218323392,0.8601988550768305,0.9248461289277616
dataset\inputs\input04051.dcm,dataset\bone_masks\mask04051.dcm,1311,259104,105,225,0.853515625,0.9258474576271186,0.00040507852736594796,0.146484375,0.12656043260656963,0.7989031078610603,0.8882113821138211
dataset\inputs\input04052.dcm,dataset\bone_masks\mask04052.dcm,2343,258733,291,777,0.7509615384615385,0.8895216400911162,0.0011234480202606707,0.24903846153846154,0.40740966796875,0.6868953386103782,0.8143899895724713
dataset\inputs\input04053.dcm,dataset\bone_masks\mask04053.dcm,1992,257293,86,451,0.8153909128121163,0.958614051973051,0.0003341375947532627,0.18460908718788374,0.2066799578172749,0.7876631079478055,0.8812209688122097
dataset\inputs\input04054.dcm,dataset\bone_masks\mask04054.dcm,2188,258780,1011,165,0.929876753081173,0.6839637386683338,0.00389158977793688,0.07012324691882703,0.4486083984375,0.6504161712247324,0.7881844380403458
dataset\inputs\input04055.dcm,dataset\bone_masks\mask04055.dcm,1551,258675,85,245,0.8635857461024499,0.9480440097799511,0.0003284897202040501,0.1364142538975501,0.12665223598765715,0.8245614035087718,0.9038461538461539
dataset\inputs\input04056.dcm,dataset\bone_masks\mask04056.dcm,1659,258614,51,260,0.8645127670661803,0.9701754385964912,0.00019716621885450294,0.1354872329338197,0.1193473121910785,0.8421319796954316,0.9143014604574263
dataset\inputs\input04057.dcm,dataset\bone_masks\mask04057.dcm,2790,256676,54,318,0.8976833976833977,0.9810126582278481,0.00021033770887703035,0.10231660231660232,0.14316612658656547,0.8823529411764706,0.9375
dataset\inputs\input04058.dcm,dataset\bone_masks\mask04058.dcm,2057,258571,98,122,0.9440110142267095,0.954524361948956,0.0003788625618067878,0.0559889857732905,0.0843403054652518,0.9033816425120773,0.949238578680203
dataset\inputs\input04059.dcm,dataset\bone_masks\mask04059.dcm,2441,258332,18,206,0.9221760483566301,0.9926799511996747,6.967292432746275e-05,0.07782395164336985,0.08582474128055112,0.9159474671669794,0.9561300430865648
dataset\inputs\input04060.dcm,dataset\bone_masks\mask04060.dcm,2657,257520,52,144,0.9485897893609425,0.9808047249907715,0.00020188529809140744,0.05141021063905748,0.07527662238404136,0.9313003855590605,0.9644283121597096
dataset\inputs\input04061.dcm,dataset\bone_masks\mask04061.dcm,2084,258370,247,14,0.9933269780743565,0.894036894036894,0.0009550802924788394,0.00667302192564347,0.10010931476900063,0.8886993603411514,0.9410702190110635
dataset\inputs\input04062.dcm,dataset\bone_masks\mask04062.dcm,3396,258150,344,254,0.9304109589041096,0.9080213903743316,0.0013307852406632262,0.06958904109589041,0.228118896484375,0.8502754131196796,0.9190798376184033
dataset\inputs\input04063.dcm,dataset\bone_masks\mask04063.dcm,3422,257119,51,38,0.9890173410404625,0.98531528937518,0.00019831240035774,0.010982658959537572,0.034148025937152285,0.9746510965536885,0.9871628443675177
dataset\inputs\input04064.dcm,dataset\bone_masks\mask04064.dcm,4369,255681,73,78,0.9824600854508657,0.9835659612787033,0.00028543053090078745,0.01753991454913425,0.05803205983066937,0.9665929203539825,0.9830127123410958
dataset\inputs\input04065.dcm,dataset\bone_masks\mask04065.dcm,1917,257834,34,133,0.9351219512195122,0.9825730394669401,0.00013185040408270898,0.06487804878048781,0.06425103301810571,0.919865642994242,0.9582604348912772
dataset\inputs\input04066.dcm,dataset\bone_masks\mask04066.dcm,4325,257131,327,361,0.9229620145113103,0.929707652622528,0.0012701100762066045,0.07703798548868972,0.262451171875,0.8627568322361858,0.9263225530092096
dataset\inputs\input04067.dcm,dataset\bone_masks\mask04067.dcm,2370,257840,78,233,0.9104878985785632,0.9681372549019608,0.00030242169992012965,0.0895121014214368,0.1193761731299972,0.8839985080193958,0.9384280340526628
dataset\inputs\input04068.dcm,dataset\bone_masks\mask04068.dcm,4067,257093,484,500,0.8905189402233413,0.893649747308284,0.0018790497598776287,0.10948105977665863,0.3753662109375,0.8051870916650169,0.8920815968414126
dataset\inputs\input04069.dcm,dataset\bone_masks\mask04069.dcm,3461,257475,471,737,0.8244402096236303,0.8802136317395728,0.0018259635737712544,0.1755597903763697,0.4608154296875,0.741272221032341,0.8514145141451415
dataset\inputs\input04070.dcm,dataset\bone_masks\mask04070.dcm,2012,257781,210,223,0.9002237136465324,0.9054905490549054,0.0008139818830889449,0.09977628635346757,0.16639382690430626,0.8229038854805726,0.9028494503028943
dataset\inputs\input04071.dcm,dataset\bone_masks\mask04071.dcm,3136,257936,367,705,0.8164540484248893,0.8952326577219526,0.001420811992117784,0.18354595157511064,0.408935546875,0.7452471482889733,0.8540305010893247
dataset\inputs\input04072.dcm,dataset\bone_masks\mask04072.dcm,1672,258610,82,231,0.8786127167630058,0.9532497149372862,0.00031697926491735346,0.12138728323699421,0.12010974884399163,0.8423173803526449,0.9144107191687175
dataset\inputs\input04073.dcm,dataset\bone_masks\mask04073.dcm,2188,257864,131,193,0.9189416211675766,0.9435101336783096,0.0005077617783290374,0.08105837883242335,0.12443543183703568,0.8710191082802548,0.931063829787234
dataset\inputs\input04074.dcm,dataset\bone_masks\mask04074.dcm,3034,256487,250,193,0.9401921289123024,0.9238733252131547,0.000973759138729517,0.05980787108769755,0.17040821036758935,0.8725913143514525,0.9319612962678544
dataset\inputs\input04075.dcm,dataset\bone_masks\mask04075.dcm,3670,256124,238,134,0.9647739221871714,0.9390992835209826,0.000928374720122327,0.035226077812828605,0.14298563225017874,0.9079663532904502,0.9517634854771784
dataset\inputs\input04076.dcm,dataset\bone_masks\mask04076.dcm,2752,257957,1274,161,0.9447305183659458,0.6835568802781917,0.004914535684389598,0.05526948163405424,0.5474090576171875,0.6572725101504658,0.7931978671278282
dataset\inputs\input04077.dcm,dataset\bone_masks\mask04077.dcm,2828,256397,935,79,0.9728242174062608,0.7515280361413765,0.0036334385152254674,0.02717578259373925,0.38964182924158175,0.7360749609578344,0.847976011994003
dataset\inputs\input04078.dcm,dataset\bone_masks\mask04078.dcm,1055,260979,0,110,0.9055793991416309,1.0,0.0,0.0944206008583691,0.041961669921875,0.9055793991416308,0.9504504504504504
dataset\inputs\input04079.dcm,dataset\bone_masks\mask04079.dcm,3589,258049,293,213,0.9439768542872172,0.9245234415249871,0.0011341554992993783,0.056023145712782746,0.193023681640625,0.8764346764346764,0.9341488807912546
dataset\inputs\input04080.dcm,dataset\bone_masks\mask04080.dcm,3163,257636,33,32,0.9899843505477308,0.9896745932415519,0.00012807128525356174,0.01001564945226917,0.024917198233562317,0.9798636926889716,0.989829447660773
dataset\inputs\input04081.dcm,dataset\bone_masks\mask04081.dcm,2982,257695,17,61,0.9799539927702925,0.9943314438146049,6.59651083379897e-05,0.020046007229707525,0.0299131368526011,0.9745098039215685,0.9870903674280039
dataset\inputs\input04082.dcm,dataset\bone_masks\mask04082.dcm,2373,259408,133,230,0.9116404149058779,0.946927374301676,0.0005124431207400757,0.08835958509412217,0.1384735107421875,0.8673245614035089,0.9289489136817382
dataset\inputs\input04083.dcm,dataset\bone_masks\mask04083.dcm,1681,259530,8,120,0.9333703498056635,0.9952634695085849,3.082400265086423e-05,0.06662965019433648,0.04897852980228745,0.9292426755113324,0.9633237822349571
